1 0 13 1
10 0 13 0
2 0 14 1
9 0 14 0
13 0 3 0
14 0 4 0
12 0 12 0
12 0 3 1
12 0 4 1
12 0 11 0
3 0 5 0
4 0 6 1
5 0 6 0
6 0 5 1
5 0 7 0
6 0 8 0
11 0 7 1
11 0 8 1
7 0 9 0
8 0 10 1
9 0 10 0
10 0 9 1
101 0 103 0
101 0 104 0
102 0 103 1
102 0 104 1
104 0 105 0
105 0 106 1
103 0 106 0
106 0 108 1
106 0 107 1
100 0 107 0
100 0 108 0
108 0 109 0
109 0 110 1
107 0 110 0
104 0 111 1
108 0 111 0
