1 1
2 1
3 22
4 22
5 22
6 22
7 22
8 22
9 22
10 22
11 10
12 100
13 20
14 20
100 0
101 1
102 1
103 21
104 20
105 10
106 20
107 21
108 20
109 10
110 20
111 21
